Date,Name,Average_Prices_SA_SM
2015-08-01,Conwy,126516.19151555731
2015-08-01,Cornwall,189704.97649545028
2015-08-01,Coventry,119453.12026067036
2015-08-01,Croydon,348998.45960214961
2015-08-01,Cumbria,121488.23924039242
2015-08-01,Darlington,97489.992777472959
2015-08-01,Denbighshire,118798.25252912052
2015-08-01,Derbyshire,130208.3387339866
2015-08-01,Detached-All,288749.56691760453
2015-08-01,Devon,203091.12771758463
2015-08-01,Doncaster,94961.078387043919
2015-08-01,Dorset,230740.8299166504
2015-08-01,Dudley,123826.85174701423
2015-08-01,Durham,79588.577428294375
2015-08-01,E&W-All,184604.31321137564
2015-08-01,Ealing,469412.82163085241
2015-08-01,East,209149.30515401546
2015-08-01,East Midlands,136347.95469222378
2015-08-01,East Riding Of Yorkshire,133798.97213191958
2015-08-01,East Sussex,204211.7790951567
2015-08-01,Enfield,352136.34320338507
2015-08-01,Essex,221984.11467227837
2015-08-01,Flat-All,177977.1662139034
2015-08-01,Flintshire,126145.19354750308
2015-08-01,Gateshead,94686.094503820714
2015-08-01,Gloucestershire,190261.73800367158
2015-08-01,Greater London,496459.76422137796
2015-08-01,Greater Manchester,111575.90503333574
2015-08-01,Greenwich,376393.0214373428
2015-08-01,Gwynedd,133537.89229540568
2015-08-01,Hackney,655269.34414922632
2015-08-01,Halton,97386.046544863653
2015-08-01,Hammersmith And Fulham,788105.28890527796
2015-08-01,Hampshire,242764.94180467984
2015-08-01,Haringey,548400.70599670766
2015-08-01,Harrow,401379.74032235437
2015-08-01,Hartlepool,78648.135692804324
2015-08-01,Havering,330719.26902633713
2015-08-01,Herefordshire,180548.00117501695
2015-08-01,Hertfordshire,307236.65071140602
2015-08-01,Hillingdon,356121.98631049949
2015-08-01,Hounslow,377987.19887166464
2015-08-01,Isle Of Anglesey,133160.16162217356
2015-08-01,Isle Of Wight,158858.36979262275
2015-08-01,Islington,688737.21799821255
2015-08-01,Kensington And Chelsea,1340167.0921292745
2015-08-01,Kent,217442.24814198216
2015-08-01,Kingston Upon Thames,439572.92620535538
2015-08-01,Kirklees,113307.06247339836
2015-08-01,Knowsley,105162.53688023821
2015-08-01,Lambeth,573425.18073361169
2015-08-01,Lancashire,106659.59053719496
2015-08-01,Leeds,133454.17978954149
2015-08-01,Leicester,119873.63479872585
2015-08-01,Leicestershire,160872.1497031746
2015-08-01,Lewisham,416057.64688463439
2015-08-01,Lincolnshire,133355.47252605588
2015-08-01,Liverpool,95422.265822753208
2015-08-01,London,496459.76422137796
2015-08-01,Luton,155490.16210733188
2015-08-01,Manchester,100188.93346602716
2015-08-01,Medway,168214.30782095555
2015-08-01,Merseyside,107817.20617693005
2015-08-01,Merthyr Tydfil,66753.659860679036
2015-08-01,Merton,480528.46033017698
2015-08-01,Middlesbrough,76492.136461868766
2015-08-01,Milton Keynes,187679.38257881819
2015-08-01,Monmouthshire,182076.61157460263
2015-08-01,Neath Port Talbot,82406.324848520773
2015-08-01,Newcastle Upon Tyne,121248.67301286658
2015-08-01,Newham,327517.24736898439
2015-08-01,Newport,111215.39359304366
2015-08-01,Norfolk,162260.63981364862
2015-08-01,North East,100451.24434991201
2015-08-01,North East Lincolnshire,86030.554510652393
2015-08-01,North Lincolnshire,104176.93606070678
2015-08-01,North Somerset,197115.38162893275
2015-08-01,North Tyneside,123491.7880944416
2015-08-01,North West,114746.79891068794
2015-08-01,North Yorkshire,177768.45007553854
2015-08-01,Northamptonshire,153964.47347707921
2015-08-01,Northumberland,125754.72665791234
2015-08-01,Nottinghamshire,129357.80089884628
2015-08-01,Oldham,84937.031709752453
2015-08-01,Oxfordshire,292829.08843321406
2015-08-01,Pembrokeshire,132853.74024919275
2015-08-01,Poole,231014.10963223688
2015-08-01,Portsmouth,161426.37512455671
2015-08-01,Powys,140845.78932651365
2015-08-01,Reading,254604.34353347556
2015-08-01,Redbridge,380389.57538462215
2015-08-01,Redcar And Cleveland,103419.28177397671
2015-08-01,Rhondda Cynon Taff,77346.621676084076
2015-08-01,Richmond Upon Thames,650748.3784689724
2015-08-01,Rochdale,92248.381602518901
2015-08-01,Rotherham,99971.903972738146
2015-08-01,Rutland,227367.59546600669
2015-08-01,Salford,98173.252848422737
2015-08-01,Sandwell,98026.100472763472
2015-08-01,Sefton,121863.19854767495
2015-08-01,Semi-All,174595.32863031016
2015-08-01,Sheffield,124507.47948971111
2015-08-01,Shropshire,165454.54832651961
2015-08-01,Slough,214063.83775063953
2015-08-01,Solihull,213979.62261511569
2015-08-01,Somerset,174799.62246853387
2015-08-01,South East,253828.17566982913
2015-08-01,South Gloucestershire,211051.05941972756
2015-08-01,South Tyneside,100933.11028650064
2015-08-01,South West,192362.13572271934
2015-08-01,South Yorkshire,106336.3442264794
2015-08-01,Southampton,154952.19555644403
2015-08-01,Southend-On-Sea,181086.39788937385
2015-08-01,Southwark,584903.25769988971
2015-08-01,St Helens,95184.020000623044
2015-08-01,Staffordshire,140410.57617556615
2015-08-01,Stockport,158342.94825634858
2015-08-01,Stockton-On-Tees,112258.75529888431
2015-08-01,Stoke-On-Trent,71135.57751426773
2015-08-01,Suffolk,175474.15358862805
2015-08-01,Sunderland,87275.26611345842
2015-08-01,Surrey,376638.99623663939
2015-08-01,Sutton,328612.57618803659
2015-08-01,Swansea,108440.906538793
2015-08-01,Swindon,146342.18335901518
2015-08-01,Tameside,98386.580966528185
2015-08-01,Terrace-All,139411.34205808368
2015-08-01,The Vale Of Glamorgan,170281.24031795701
2015-08-01,Thurrock,177169.15843480523
2015-08-01,Torbay,152013.12268441677
2015-08-01,Torfaen,102038.0131902305
2015-08-01,Tower Hamlets,507800.03611798357
2015-08-01,Trafford,207739.009189848
2015-08-01,Tyne And Wear,106545.33361358011
2015-08-01,Wakefield,108743.18632911057
2015-08-01,Wales,119690.32939925831
2015-08-01,Walsall,110102.4445730515
2015-08-01,Waltham Forest,393227.6407361296
2015-08-01,Wandsworth,592520.01272453065
2015-08-01,Warrington,147849.25361132022
2015-08-01,Warwickshire,183171.76483342558
2015-08-01,West Berkshire,268324.09757636575
2015-08-01,West Midlands,121384.86712581663
2015-08-01,West Midlands (region),140300.07766046477
2015-08-01,West Sussex,250299.20141674328
2015-08-01,West Yorkshire,113906.33294079419
2015-08-01,Wigan,95535.403502164816
2015-08-01,Wiltshire,206156.15984754215
2015-08-01,Windsor And Maidenhead,418489.88359267102
2015-08-01,Wirral,117534.48520023264
2015-08-01,Wokingham,347530.73011266784
2015-08-01,Wolverhampton,100423.10056726626
2015-08-01,Worcestershire,176162.77806419783
2015-08-01,Wrekin,127819.25336965539
2015-08-01,Wrexham,123411.61061197163
2015-08-01,York,203142.12330658303
2015-08-01,Yorks & Humber,123258.63026876822
2015-09-01,Barking And Dagenham,301542.75226981641
2015-09-01,Barnet,477515.70033571805
2015-09-01,Barnsley,89136.867353838039
2015-09-01,Bath And North East Somerset,266662.42008329363
2015-09-01,Bedford,180376.55195251975
2015-09-01,Bexley,304341.49268646672
2015-09-01,Birmingham,120200.4983673598
2015-09-01,Blackburn With Darwen,70318.24559868018
2015-09-01,Blackpool,76259.573292476736
2015-09-01,Blaenau Gwent,63813.406986071699
2015-09-01,Bolton,92611.607732296106
2015-09-01,Bournemouth,189798.10882488155
2015-09-01,Bracknell Forest,268121.70465431904
2015-09-01,Bradford,94997.515440605639
2015-09-01,Brent,444415.15316093271
2015-09-01,Bridgend,118127.82120387602
2015-09-01,Brighton And Hove,285971.8808980289
2015-09-01,Bromley,406248.45265807526
2015-09-01,Buckinghamshire,315926.7829147788
2015-09-01,Bury,115156.98679047108
2015-09-01,Caerphilly,99675.778537596576
2015-09-01,Calderdale,98951.800956898893
2015-09-01,Cambridgeshire,217018.37776498889
2015-09-01,Camden,839242.55342719529
2015-09-01,Cardiff,152882.57234285973
2015-09-01,Carmarthenshire,105153.84013171478
2015-09-01,Central Bedfordshire,209401.7421823859
2015-09-01,Ceredigion,158891.96716034686
2015-09-01,Cheshire East,160061.7717256234
2015-09-01,Cheshire West And Chester,158592.49391169596
2015-09-01,City Of Bristol,209002.87939726081
2015-09-01,City Of Derby,113269.28253986954
2015-09-01,City Of Kingston Upon Hull,71563.275636430772
2015-09-01,City Of Nottingham,89614.274326679399
2015-09-01,City Of Peterborough,119480.5115950285
2015-09-01,City Of Plymouth,135241.85088705871
2015-09-01,City Of Westminster,1008876.6068058531
2015-09-01,Conwy,128343.52237511807
2015-09-01,Cornwall,191844.21907185446
2015-09-01,Coventry,122278.37273609609
2015-09-01,Croydon,349800.73666746676
2015-09-01,Cumbria,122097.55169879967
2015-09-01,Darlington,98160.259205838651
2015-09-01,Denbighshire,119971.17749156646
2015-09-01,Derbyshire,130536.57594115967
2015-09-01,Detached-All,291004.0231290473
2015-09-01,Devon,203657.77571517366
2015-09-01,Doncaster,96545.891936855449
2015-09-01,Dorset,232180.37378877198
2015-09-01,Dudley,124831.45315063855
2015-09-01,Durham,79061.036079956146
2015-09-01,E&W-All,185700.68777419688
2015-09-01,Ealing,474983.85452475341
2015-09-01,East,209830.89755410279
2015-09-01,East Midlands,135881.81076026801
2015-09-01,East Riding Of Yorkshire,135065.00741460739
2015-09-01,East Sussex,207273.27765100173
2015-09-01,Enfield,358427.69367919961
2015-09-01,Essex,223387.45541328975
2015-09-01,Flat-All,180353.05631157145
2015-09-01,Flintshire,125355.15075598298
2015-09-01,Gateshead,94283.016068289318
2015-09-01,Gloucestershire,190902.03757477328
2015-09-01,Greater London,500500.35829184222
2015-09-01,Greater Manchester,111844.10160749378
2015-09-01,Greenwich,380432.08251147723
2015-09-01,Gwynedd,135984.43362041886
2015-09-01,Hackney,653546.69358515239
2015-09-01,Halton,100033.15473047845
2015-09-01,Hammersmith And Fulham,793804.97792198358
2015-09-01,Hampshire,245257.82592605287
2015-09-01,Haringey,554714.17461974313
2015-09-01,Harrow,404551.02691784425
2015-09-01,Hartlepool,77276.713682168076
2015-09-01,Havering,332825.84333227796
2015-09-01,Herefordshire,181473.28893187258
2015-09-01,Hertfordshire,310074.52268092841
2015-09-01,Hillingdon,358616.97444807534
2015-09-01,Hounslow,385492.0864130127
2015-09-01,Isle Of Anglesey,131175.95665614799
2015-09-01,Isle Of Wight,158665.41132436201
2015-09-01,Islington,692490.80545518245
2015-09-01,Kensington And Chelsea,1345810.2733833799
2015-09-01,Kent,219358.46936669867
2015-09-01,Kingston Upon Thames,437687.15939718246
2015-09-01,Kirklees,113915.4981324488
2015-09-01,Knowsley,108286.7154522653
2015-09-01,Lambeth,576483.07368661778
2015-09-01,Lancashire,106110.03709788556
2015-09-01,Leeds,132567.67871195989
2015-09-01,Leicester,120156.76708116804
2015-09-01,Leicestershire,161630.86739368484
2015-09-01,Lewisham,419570.91080717993
2015-09-01,Lincolnshire,133657.56942955841
2015-09-01,Liverpool,96535.132426103009
2015-09-01,London,500500.35829184222
2015-09-01,Luton,158436.17401820878
2015-09-01,Manchester,101399.01857781487
2015-09-01,Medway,168968.30724203709
2015-09-01,Merseyside,108275.85229867943
2015-09-01,Merthyr Tydfil,64056.387829003274
2015-09-01,Merton,487889.19869104301
2015-09-01,Middlesbrough,75166.609942525189
2015-09-01,Milton Keynes,191182.96486592764
2015-09-01,Monmouthshire,184544.24328373268
2015-09-01,Neath Port Talbot,82064.418420219779
2015-09-01,Newcastle Upon Tyne,120156.35671010018
2015-09-01,Newham,329786.14490531589
2015-09-01,Newport,113142.68094657949
2015-09-01,Norfolk,162769.72304434146
2015-09-01,North East,98142.894617504819
2015-09-01,North East Lincolnshire,86459.037547122265
2015-09-01,North Lincolnshire,104159.66491737551
2015-09-01,North Somerset,197459.53373565455
2015-09-01,North Tyneside,124658.18180655554
2015-09-01,North West,115234.62556589495
2015-09-01,North Yorkshire,179857.43211341259
2015-09-01,Northamptonshire,154747.39290978646
2015-09-01,Northumberland,128079.66616998955
2015-09-01,Nottinghamshire,129729.80192822858
2015-09-01,Oldham,84288.424551263903
2015-09-01,Oxfordshire,294200.67898593808
2015-09-01,Pembrokeshire,133566.3586782717
2015-09-01,Poole,234512.8400464326
2015-09-01,Portsmouth,162892.42540932543
2015-09-01,Powys,143688.14765507146
2015-09-01,Reading,258767.16710042904
2015-09-01,Redbridge,384921.47217692586
2015-09-01,Redcar And Cleveland,103114.00309786476
2015-09-01,Rhondda Cynon Taff,77066.395984348463
2015-09-01,Richmond Upon Thames,653604.1099499542
2015-09-01,Rochdale,92514.879874225619
2015-09-01,Rotherham,98596.057930631883
2015-09-01,Rutland,230639.49162521362
2015-09-01,Salford,97781.084979965643
2015-09-01,Sandwell,97336.622748612615
2015-09-01,Sefton,121246.39592067953
2015-09-01,Semi-All,175259.48563689672
2015-09-01,Sheffield,124611.73582739408
2015-09-01,Shropshire,165711.26075653231
2015-09-01,Slough,216884.89760128589
2015-09-01,Solihull,215708.75972166588
2015-09-01,Somerset,175268.30920530038
2015-09-01,South East,255314.95799879852
2015-09-01,South Gloucestershire,212905.96865761216
2015-09-01,South Tyneside,100100.05710721856
2015-09-01,South West,193611.81102203028
2015-09-01,South Yorkshire,106788.48939793548
2015-09-01,Southampton,157199.9417270936
2015-09-01,Southend-On-Sea,183363.16248266865
2015-09-01,Southwark,588075.74853922357
2015-09-01,St Helens,95508.537164925918
2015-09-01,Staffordshire,141005.28175277004
2015-09-01,Stockport,157717.88336344948
2015-09-01,Stockton-On-Tees,111474.47382248448
2015-09-01,Stoke-On-Trent,71310.422821195069
2015-09-01,Suffolk,174948.12631493338
2015-09-01,Sunderland,86338.64602755339
2015-09-01,Surrey,380151.39277603664
2015-09-01,Sutton,333038.19850385387
2015-09-01,Swansea,109040.69999350673
2015-09-01,Swindon,147651.02596298067
2015-09-01,Tameside,98701.248332954681
2015-09-01,Terrace-All,139644.02457506544
2015-09-01,The Vale Of Glamorgan,170937.81286307634
2015-09-01,Thurrock,178365.52058927016
2015-09-01,Torbay,151288.65285679093
2015-09-01,Torfaen,103442.87808355658
2015-09-01,Tower Hamlets,508933.21183106763
2015-09-01,Trafford,209694.35064180894
2015-09-01,Tyne And Wear,106154.18024608641
2015-09-01,Wakefield,108013.06168149182
2015-09-01,Wales,120585.53241213824
2015-09-01,Walsall,111623.80490365165
2015-09-01,Waltham Forest,397546.87826788571
2015-09-01,Wandsworth,598943.02402212343
2015-09-01,Warrington,148944.08526627958
2015-09-01,Warwickshire,184218.54223252149
2015-09-01,West Berkshire,272318.77186277922
2015-09-01,West Midlands,122838.41541650586
2015-09-01,West Midlands (region),141229.11765016202
2015-09-01,West Sussex,251954.78546361352
2015-09-01,West Yorkshire,113595.56320313443
2015-09-01,Wigan,95833.123593512268
2015-09-01,Wiltshire,207932.65881861618
2015-09-01,Windsor And Maidenhead,423407.37578881899
2015-09-01,Wirral,116950.1867270956
2015-09-01,Wokingham,351440.52876735042
2015-09-01,Wolverhampton,101724.81400088116
2015-09-01,Worcestershire,176544.62590680079
2015-09-01,Wrekin,128907.7866151675
2015-09-01,Wrexham,124006.7849055377
2015-09-01,York,205856.03134287914
2015-09-01,Yorks & Humber,123822.40364813062
2015-10-01,Barking And Dagenham,304978.20760893769
2015-10-01,Barnet,479248.58891612745
2015-10-01,Barnsley,86645.839982304591
2015-10-01,Bath And North East Somerset,270548.40382301033
2015-10-01,Bedford,183628.49034728325
2015-10-01,Bexley,309641.02278427017
2015-10-01,Birmingham,121519.90113499267
2015-10-01,Blackburn With Darwen,69783.399453283826
2015-10-01,Blackpool,77683.092770193325
2015-10-01,Blaenau Gwent,63890.764767155299
2015-10-01,Bolton,92552.529490274334
2015-10-01,Bournemouth,191711.36842933708
2015-10-01,Bracknell Forest,273492.4487177101
2015-10-01,Bradford,95643.358382842533
2015-10-01,Brent,452987.95556268503
2015-10-01,Bridgend,115040.38847502558
2015-10-01,Brighton And Hove,288794.30943302379
2015-10-01,Bromley,411315.98963786196
2015-10-01,Buckinghamshire,320413.10217033874
2015-10-01,Bury,115233.36453022117
2015-10-01,Caerphilly,100487.04720629955
2015-10-01,Calderdale,98945.378175447317
2015-10-01,Cambridgeshire,219274.4072975234
2015-10-01,Camden,849991.39598177501
2015-10-01,Cardiff,154143.7843715332
2015-10-01,Carmarthenshire,104021.21195961062
2015-10-01,Central Bedfordshire,212579.92721710002
2015-10-01,Ceredigion,155783.25953855598
2015-10-01,Cheshire East,160868.88795214327
2015-10-01,Cheshire West And Chester,161058.72785266419
2015-10-01,City Of Bristol,212154.67248973876
2015-10-01,City Of Derby,114110.665808873
2015-10-01,City Of Kingston Upon Hull,71952.817457363082
2015-10-01,City Of Nottingham,91014.243360144159
2015-10-01,City Of Peterborough,120620.08939253078
2015-10-01,City Of Plymouth,135702.83104783852
2015-10-01,City Of Westminster,1011808.1733046039
2015-10-01,Conwy,128802.47655491522
2015-10-01,Cornwall,192922.35777752049
2015-10-01,Coventry,123799.7964527462
2015-10-01,Croydon,356672.13346147508
2015-10-01,Cumbria,122603.10857574039
2015-10-01,Darlington,98433.182585613715
2015-10-01,Denbighshire,118850.03196217029
2015-10-01,Derbyshire,131731.7617526922
2015-10-01,Detached-All,290998.83092056704
2015-10-01,Devon,205504.82720612778
2015-10-01,Doncaster,97406.168526094916
2015-10-01,Dorset,234530.16815830173
2015-10-01,Dudley,126077.41685384461
2015-10-01,Durham,78627.835232720288
2015-10-01,E&W-All,185726.80147312648
2015-10-01,Ealing,483292.56352465879
2015-10-01,East,212239.92846190743
2015-10-01,East Midlands,137713.44987573806
2015-10-01,East Riding Of Yorkshire,136263.11793134501
2015-10-01,East Sussex,209134.32861486636
2015-10-01,Enfield,361246.01957928808
2015-10-01,Essex,226525.18430764554
2015-10-01,Flat-All,180297.1150912157
2015-10-01,Flintshire,128455.2986991066
2015-10-01,Gateshead,94376.038026513168
2015-10-01,Gloucestershire,191038.99255039042
2015-10-01,Greater London,505345.27318557893
2015-10-01,Greater Manchester,112434.44852326487
2015-10-01,Greenwich,386244.57735643111
2015-10-01,Gwynedd,135200.70974368684
2015-10-01,Hackney,657833.88240771543
2015-10-01,Halton,99854.230747089998
2015-10-01,Hammersmith And Fulham,790241.80778764049
2015-10-01,Hampshire,246652.01244392234
2015-10-01,Haringey,555185.96087862563
2015-10-01,Harrow,407667.78260444029
2015-10-01,Hartlepool,72165.708494710911
2015-10-01,Havering,338326.2313181099
2015-10-01,Herefordshire,182286.91266365803
2015-10-01,Hertfordshire,313353.22643034474
2015-10-01,Hillingdon,363358.84795177076
2015-10-01,Hounslow,395364.59172936494
2015-10-01,Isle Of Anglesey,130446.74472466651
2015-10-01,Isle Of Wight,158720.62142042903
2015-10-01,Islington,697355.07455853524
2015-10-01,Kensington And Chelsea,1352536.2880445109
2015-10-01,Kent,221579.12171041235
2015-10-01,Kingston Upon Thames,444081.31928212085
2015-10-01,Kirklees,114411.39035965125
2015-10-01,Knowsley,108703.85547306907
2015-10-01,Lambeth,580717.3793793798
2015-10-01,Lancashire,105841.11172433219
2015-10-01,Leeds,133260.61994803016
2015-10-01,Leicester,120397.52586149247
2015-10-01,Leicestershire,162238.73589494365
2015-10-01,Lewisham,427651.78888206778
2015-10-01,Lincolnshire,134421.96097651214
2015-10-01,Liverpool,96680.638838974715
2015-10-01,London,505345.27318557893
2015-10-01,Luton,160649.5554788539
2015-10-01,Manchester,102397.18556065357
2015-10-01,Medway,170830.76283756315
2015-10-01,Merseyside,108579.77372729941
2015-10-01,Merthyr Tydfil,61603.696535045106
2015-10-01,Merton,501055.16859768995
2015-10-01,Middlesbrough,75254.620990808573
2015-10-01,Milton Keynes,193594.73324599478
2015-10-01,Monmouthshire,184125.58832131221
2015-10-01,Neath Port Talbot,82127.806732867088
2015-10-01,Newcastle Upon Tyne,121031.81787711325
2015-10-01,Newham,331985.46950373962
2015-10-01,Newport,113919.04552146618
2015-10-01,Norfolk,163546.89633783328
2015-10-01,North East,98855.643762367676
2015-10-01,North East Lincolnshire,84617.750221983617
2015-10-01,North Lincolnshire,104427.54731346889
2015-10-01,North Somerset,199878.18822373034
2015-10-01,North Tyneside,125621.94041153815
2015-10-01,North West,115130.82468191031
2015-10-01,North Yorkshire,180782.08142579845
2015-10-01,Northamptonshire,156167.0709668535
2015-10-01,Northumberland,128203.25112287597
2015-10-01,Nottinghamshire,131103.48490449443
2015-10-01,Oldham,84377.406001230207
2015-10-01,Oxfordshire,295981.61646643793
2015-10-01,Pembrokeshire,133238.86568105384
2015-10-01,Poole,236636.48601419214
2015-10-01,Portsmouth,164249.09097997428
2015-10-01,Powys,144609.54304131612
2015-10-01,Reading,258795.12099037081
2015-10-01,Redbridge,387638.89428827498
2015-10-01,Redcar And Cleveland,103158.94614888074
2015-10-01,Rhondda Cynon Taff,77830.698893243694
2015-10-01,Richmond Upon Thames,657846.39336060372
2015-10-01,Rochdale,92363.486591965484
2015-10-01,Rotherham,98705.304620825147
2015-10-01,Rutland,228832.16046780467
2015-10-01,Salford,97990.315424134198
2015-10-01,Sandwell,98155.421474177929
2015-10-01,Sefton,120376.38924720968
2015-10-01,Semi-All,175277.9122423162
2015-10-01,Sheffield,124963.65783076994
2015-10-01,Shropshire,167144.30089835764
2015-10-01,Slough,225657.16770652219
2015-10-01,Solihull,215320.72266470332
2015-10-01,Somerset,175359.08573877849
2015-10-01,South East,256963.92072437238
2015-10-01,South Gloucestershire,214002.83995154724
2015-10-01,South Tyneside,100965.50295518283
2015-10-01,South West,194385.68322076148
2015-10-01,South Yorkshire,106522.17039323064
2015-10-01,Southampton,157432.35919600324
2015-10-01,Southend-On-Sea,185644.53342452212
2015-10-01,Southwark,595411.82154359424
2015-10-01,St Helens,94979.143189787283
2015-10-01,Staffordshire,141494.26628936705
2015-10-01,Stockport,159374.19127229709
2015-10-01,Stockton-On-Tees,110372.56111747125
2015-10-01,Stoke-On-Trent,72566.014114058897
2015-10-01,Suffolk,176471.93310974969
2015-10-01,Sunderland,85009.948332665008
2015-10-01,Surrey,383429.39447545633
2015-10-01,Sutton,340122.52015265462
2015-10-01,Swansea,108847.86609348645
2015-10-01,Swindon,147769.67390289778
2015-10-01,Tameside,100151.96904267813
2015-10-01,Terrace-All,139679.08669872649
2015-10-01,The Vale Of Glamorgan,171552.00119250125
2015-10-01,Thurrock,182978.71990290441
2015-10-01,Torbay,151884.11852320319
2015-10-01,Torfaen,105434.44393684602
2015-10-01,Tower Hamlets,515653.26685644925
2015-10-01,Trafford,211484.52036814191
2015-10-01,Tyne And Wear,106398.79945485175
2015-10-01,Wakefield,107985.21525549061
2015-10-01,Wales,120837.24169544407
2015-10-01,Walsall,112650.35774158478
2015-10-01,Waltham Forest,402193.74524873751
2015-10-01,Wandsworth,603060.45448509906
2015-10-01,Warrington,148518.74551806343
2015-10-01,Warwickshire,186222.44176217439
2015-10-01,West Berkshire,277669.25172557047
2015-10-01,West Midlands,123982.58427274406
2015-10-01,West Midlands (region),141299.24248315155
2015-10-01,West Sussex,254379.355480845
2015-10-01,West Yorkshire,114017.74784863184
2015-10-01,Wigan,95554.434517974296
2015-10-01,Wiltshire,209546.34198836543
2015-10-01,Windsor And Maidenhead,428278.81839241908
2015-10-01,Wirral,118726.93032431336
2015-10-01,Wokingham,358459.35863909987
2015-10-01,Wolverhampton,102160.96878836409
2015-10-01,Worcestershire,177311.28384366303
2015-10-01,Wrekin,129273.80860919495
2015-10-01,Wrexham,123360.2577535063
2015-10-01,York,207368.87800020986
2015-10-01,Yorks & Humber,122874.52508688354
2015-11-01,Barking And Dagenham,314614.93824750412
2015-11-01,Barnet,488099.31385115586
2015-11-01,Barnsley,87211.56759945766
2015-11-01,Bath And North East Somerset,273192.27765764575
2015-11-01,Bedford,184983.58114142137
2015-11-01,Bexley,312129.56175355683
2015-11-01,Birmingham,122893.507041759
2015-11-01,Blackburn With Darwen,69512.658078518056
2015-11-01,Blackpool,78951.84186558181
2015-11-01,Blaenau Gwent,66244.452909886226
2015-11-01,Bolton,92668.14812966586
2015-11-01,Bournemouth,192858.78728479581
2015-11-01,Bracknell Forest,278250.08220513008
2015-11-01,Bradford,96086.675027687772
2015-11-01,Brent,456931.77399750234
2015-11-01,Bridgend,116721.86899396796
2015-11-01,Brighton And Hove,289692.83713229676
2015-11-01,Bromley,418148.92586143303
2015-11-01,Buckinghamshire,323360.28916437662
2015-11-01,Bury,115949.28214549499
2015-11-01,Caerphilly,101124.29267642253
2015-11-01,Calderdale,99191.120408505536
2015-11-01,Cambridgeshire,219853.63923517498
2015-11-01,Camden,852621.78307640215
2015-11-01,Cardiff,154768.00567148605
2015-11-01,Carmarthenshire,104925.74724182626
2015-11-01,Central Bedfordshire,215018.99714552399
2015-11-01,Ceredigion,150794.51295097248
2015-11-01,Cheshire East,159893.90069715682
2015-11-01,Cheshire West And Chester,161573.54176251788
2015-11-01,City Of Bristol,214473.29611401743
2015-11-01,City Of Derby,113359.0237642561
2015-11-01,City Of Kingston Upon Hull,72319.921545766134
2015-11-01,City Of Nottingham,91582.189087167819
2015-11-01,City Of Peterborough,119987.35620942325
2015-11-01,City Of Plymouth,135240.40826761455
2015-11-01,City Of Westminster,1029054.3397216738
2015-11-01,Conwy,130805.22820851805
2015-11-01,Cornwall,192419.89345623186
2015-11-01,Coventry,124057.76262159932
2015-11-01,Croydon,359983.97660876822
2015-11-01,Cumbria,121783.32885469393
2015-11-01,Darlington,100609.67442458941
2015-11-01,Denbighshire,119027.26348360494
2015-11-01,Derbyshire,131556.10483442352
2015-11-01,Detached-All,292594.17222653329
2015-11-01,Devon,205095.52693335168
2015-11-01,Doncaster,96893.587826057075
2015-11-01,Dorset,235276.04051302027
2015-11-01,Dudley,126974.58631999194
2015-11-01,Durham,78484.702130749953
2015-11-01,E&W-All,186132.53162190094
2015-11-01,Ealing,485195.37096045195
2015-11-01,East,214918.22820163739
2015-11-01,East Midlands,137372.90734790688
2015-11-01,East Riding Of Yorkshire,137091.70511163358
2015-11-01,East Sussex,211163.44151876032
2015-11-01,Enfield,364505.7681052406
2015-11-01,Essex,228982.25046089591
2015-11-01,Flat-All,179139.32377990612
2015-11-01,Flintshire,129794.82731702966
2015-11-01,Gateshead,94721.327191030403
2015-11-01,Gloucestershire,191777.1000833188
2015-11-01,Greater London,509806.81503518781
2015-11-01,Greater Manchester,112285.42034698496
2015-11-01,Greenwich,386900.16718926356
2015-11-01,Gwynedd,138274.47195800755
2015-11-01,Hackney,664904.1714699358
2015-11-01,Halton,98738.66090216444
2015-11-01,Hammersmith And Fulham,805773.30277100322
2015-11-01,Hampshire,248268.29038633837
2015-11-01,Haringey,565719.49707039143
2015-11-01,Harrow,413205.0157217363
2015-11-01,Hartlepool,72834.25079534878
2015-11-01,Havering,342039.62932835444
2015-11-01,Herefordshire,183017.66918959469
2015-11-01,Hertfordshire,317599.36751701962
2015-11-01,Hillingdon,370732.59731341386
2015-11-01,Hounslow,401278.84259283839
2015-11-01,Isle Of Anglesey,133830.42118694325
2015-11-01,Isle Of Wight,158679.49338395536
2015-11-01,Islington,705597.14435562922
2015-11-01,Kensington And Chelsea,1344716.4936970272
2015-11-01,Kent,222849.75606587518
2015-11-01,Kingston Upon Thames,444282.88834430999
2015-11-01,Kirklees,115011.76192321088
2015-11-01,Knowsley,107497.32965532759
2015-11-01,Lambeth,582039.08619994938
2015-11-01,Lancashire,105710.08933551679
2015-11-01,Leeds,132886.11395285255
2015-11-01,Leicester,121042.50897037575
2015-11-01,Leicestershire,163015.70288329251
2015-11-01,Lewisham,430870.57224003569
2015-11-01,Lincolnshire,134845.16818127918
2015-11-01,Liverpool,97451.819860026502
2015-11-01,London,509806.81503518781
2015-11-01,Luton,161934.93652343657
2015-11-01,Manchester,102401.41241592092
2015-11-01,Medway,172134.69900246058
2015-11-01,Merseyside,109620.64643868788
2015-11-01,Merthyr Tydfil,63895.797498761596
2015-11-01,Merton,507123.69513853185
